text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"can’t think! And oh, I wish you could see her after the birds! Why,",67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[can’t, think!, and, oh,, i, wish, you, could, see, her, after, the, birds!, why,]"
she’ll eat a little bird as soon as look at it!”,48,11,"[48.0,11.0]","[0.18269345026718467,0.49254477466009]","[she’ll, eat, a, little, bird, as, soon, as, look, at, it!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
This speech caused a remarkable sensation among the party. Some of the,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[this, speech, caused, a, remarkable, sensation, among, the, party., some, of, the]"
birds hurried off at once: one old Magpie began wrapping itself up very,71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[birds, hurried, off, at, once:, one, old, magpie, began, wrapping, itself, up, very]"
"carefully, remarking, “I really must be getting home; the night-air",67,10,"[67.0,10.0]","[0.8276122499827785,0.31057415604549354]","[carefully,, remarking,, “i, really, must, be, getting, home;, the, night-air]"
doesn’t suit my throat!” and a Canary called out in a trembling voice,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[doesn’t, suit, my, throat!”, and, a, canary, called, out, in, a, trembling, voice]"
"to its children, “Come away, my dears! It’s high time you were all in",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[to, its, children,, “come, away,, my, dears!, it’s, high, time, you, were, all, in]"
"bed!” On various pretexts they all moved off, and Alice was soon left",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[bed!”, on, various, pretexts, they, all, moved, off,, and, alice, was, soon, left]"
alone.,6,1,"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]",[alone.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“I wish I hadn’t mentioned Dinah!” she said to herself in a melancholy,70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[“i, wish, i, hadn’t, mentioned, dinah!”, she, said, to, herself, in, a, melancholy]"
"tone. “Nobody seems to like her, down here, and I’m sure she’s the best",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[tone., “nobody, seems, to, like, her,, down, here,, and, i’m, sure, she’s, the, best]"
"cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you",69,16,"[69.0,16.0]","[0.8954984394265252,1.4023978677330722]","[cat, in, the, world!, oh,, my, dear, dinah!, i, wonder, if, i, shall, ever, see, you]"
"any more!” And here poor Alice began to cry again, for she felt very",68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[any, more!”, and, here, poor, alice, began, to, cry, again,, for, she, felt, very]"
"lonely and low-spirited. In a little while, however, she again heard a",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[lonely, and, low-spirited., in, a, little, while,, however,, she, again, heard, a]"
"little pattering of footsteps in the distance, and she looked up",64,11,"[64.0,11.0]","[0.7257829658171584,0.49254477466009]","[little, pattering, of, footsteps, in, the, distance,, and, she, looked, up]"
"eagerly, half hoping that the Mouse had changed his mind, and was",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[eagerly,, half, hoping, that, the, mouse, had, changed, his, mind,, and, was]"
coming back to finish his story.,32,6,"[32.0,6.0]","[-0.36039606528278906,-0.4173083184128922]","[coming, back, to, finish, his, story.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
CHAPTER IV.,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[chapter, iv.]"
The Rabbit Sends in a Little Bill,33,7,"[33.0,7.0]","[-0.3264529705609157,-0.23533769979829575]","[the, rabbit, sends, in, a, little, bill]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"It was the White Rabbit, trotting slowly back again, and looking",64,11,"[64.0,11.0]","[0.7257829658171584,0.49254477466009]","[it, was, the, white, rabbit,, trotting, slowly, back, again,, and, looking]"
"anxiously about as it went, as if it had lost something; and she heard",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[anxiously, about, as, it, went,, as, if, it, had, lost, something;, and, she, heard]"
it muttering to itself “The Duchess! The Duchess! Oh my dear paws! Oh,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[it, muttering, to, itself, “the, duchess!, the, duchess!, oh, my, dear, paws!, oh]"
"my fur and whiskers! She’ll get me executed, as sure as ferrets are",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[my, fur, and, whiskers!, she’ll, get, me, executed,, as, sure, as, ferrets, are]"
"ferrets! Where _can_ I have dropped them, I wonder?” Alice guessed in a",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[ferrets!, where, _can_, i, have, dropped, them,, i, wonder?”, alice, guessed, in, a]"
moment that it was looking for the fan and the pair of white kid,64,14,"[64.0,14.0]","[0.7257829658171584,1.0384566305038794]","[moment, that, it, was, looking, for, the, fan, and, the, pair, of, white, kid]"
"gloves, and she very good-naturedly began hunting about for them, but",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[gloves,, and, she, very, good-naturedly, began, hunting, about, for, them,, but]"
they were nowhere to be seen—everything seemed to have changed since,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[they, were, nowhere, to, be, seen—everything, seemed, to, have, changed, since]"
"her swim in the pool, and the great hall, with the glass table and the",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[her, swim, in, the, pool,, and, the, great, hall,, with, the, glass, table, and, the]"
"little door, had vanished completely.",37,5,"[37.0,5.0]","[-0.19068059167342227,-0.5992789370274886]","[little, door,, had, vanished, completely.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Very soon the Rabbit noticed Alice, as she went hunting about, and",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[very, soon, the, rabbit, noticed, alice,, as, she, went, hunting, about,, and]"
"called out to her in an angry tone, “Why, Mary Ann, what _are_ you",66,14,"[66.0,14.0]","[0.7936691552609052,1.0384566305038794]","[called, out, to, her, in, an, angry, tone,, “why,, mary, ann,, what, _are_, you]"
"doing out here? Run home this moment, and fetch me a pair of gloves and",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[doing, out, here?, run, home, this, moment,, and, fetch, me, a, pair, of, gloves, and]"
"a fan! Quick, now!” And Alice was so much frightened that she ran off",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[a, fan!, quick,, now!”, and, alice, was, so, much, frightened, that, she, ran, off]"
"at once in the direction it pointed to, without trying to explain the",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[at, once, in, the, direction, it, pointed, to,, without, trying, to, explain, the]"
mistake it had made.,20,4,"[20.0,4.0]","[-0.7677132019452694,-0.781249555642085]","[mistake, it, had, made.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“He took me for his housemaid,” she said to herself as she ran. “How",68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[“he, took, me, for, his, housemaid,”, she, said, to, herself, as, she, ran., “how]"
surprised he’ll be when he finds out who I am! But I’d better take him,70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[surprised, he’ll, be, when, he, finds, out, who, i, am!, but, i’d, better, take, him]"
"his fan and gloves—that is, if I can find them.” As she said this, she",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[his, fan, and, gloves—that, is,, if, i, can, find, them.”, as, she, said, this,, she]"
"came upon a neat little house, on the door of which was a bright brass",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[came, upon, a, neat, little, house,, on, the, door, of, which, was, a, bright, brass]"
"plate with the name “W. RABBIT,” engraved upon it. She went in without",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[plate, with, the, name, “w., rabbit,”, engraved, upon, it., she, went, in, without]"
"knocking, and hurried upstairs, in great fear lest she should meet the",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[knocking,, and, hurried, upstairs,, in, great, fear, lest, she, should, meet, the]"
"real Mary Ann, and be turned out of the house before she had found the",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[real, mary, ann,, and, be, turned, out, of, the, house, before, she, had, found, the]"
fan and gloves.,15,3,"[15.0,3.0]","[-0.9374286755546362,-0.9632201742566815]","[fan, and, gloves.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“How queer it seems,” Alice said to herself, “to be going messages for",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[“how, queer, it, seems,”, alice, said, to, herself,, “to, be, going, messages, for]"
a rabbit! I suppose Dinah’ll be sending me on messages next!” And she,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[a, rabbit!, i, suppose, dinah’ll, be, sending, me, on, messages, next!”, and, she]"
began fancying the sort of thing that would happen: “‘Miss Alice! Come,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[began, fancying, the, sort, of, thing, that, would, happen:, “‘miss, alice!, come]"
"here directly, and get ready for your walk!’ ‘Coming in a minute,",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[here, directly,, and, get, ready, for, your, walk!’, ‘coming, in, a, minute,]"
nurse! But I’ve got to see that the mouse doesn’t get out.’ Only I,66,14,"[66.0,14.0]","[0.7936691552609052,1.0384566305038794]","[nurse!, but, i’ve, got, to, see, that, the, mouse, doesn’t, get, out.’, only, i]"
"don’t think,” Alice went on, “that they’d let Dinah stop in the house",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[don’t, think,”, alice, went, on,, “that, they’d, let, dinah, stop, in, the, house]"
if it began ordering people about like that!”,45,8,"[45.0,8.0]","[0.08086416610156459,-0.053367081183699316]","[if, it, began, ordering, people, about, like, that!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
By this time she had found her way into a tidy little room with a table,71,16,"[71.0,16.0]","[0.963384628870272,1.4023978677330722]","[by, this, time, she, had, found, her, way, into, a, tidy, little, room, with, a, table]"
"in the window, and on it (as she had hoped) a fan and two or three",66,16,"[66.0,16.0]","[0.7936691552609052,1.4023978677330722]","[in, the, window,, and, on, it, (as, she, had, hoped), a, fan, and, two, or, three]"
pairs of tiny white kid gloves: she took up the fan and a pair of the,69,16,"[69.0,16.0]","[0.8954984394265252,1.4023978677330722]","[pairs, of, tiny, white, kid, gloves:, she, took, up, the, fan, and, a, pair, of, the]"
"gloves, and was just going to leave the room, when her eye fell upon a",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[gloves,, and, was, just, going, to, leave, the, room,, when, her, eye, fell, upon, a]"
little bottle that stood near the looking-glass. There was no label,67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[little, bottle, that, stood, near, the, looking-glass., there, was, no, label]"
"this time with the words “DRINK ME,” but nevertheless she uncorked it",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[this, time, with, the, words, “drink, me,”, but, nevertheless, she, uncorked, it]"
and put it to her lips. “I know _something_ interesting is sure to,66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[and, put, it, to, her, lips., “i, know, _something_, interesting, is, sure, to]"
"happen,” she said to herself, “whenever I eat or drink anything; so",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[happen,”, she, said, to, herself,, “whenever, i, eat, or, drink, anything;, so]"
I’ll just see what this bottle does. I do hope it’ll make me grow large,71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[i’ll, just, see, what, this, bottle, does., i, do, hope, it’ll, make, me, grow, large]"
"again, for really I’m quite tired of being such a tiny little thing!”",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[again,, for, really, i’m, quite, tired, of, being, such, a, tiny, little, thing!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"It did so indeed, and much sooner than she had expected: before she had",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[it, did, so, indeed,, and, much, sooner, than, she, had, expected:, before, she, had]"
"drunk half the bottle, she found her head pressing against the ceiling,",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[drunk, half, the, bottle,, she, found, her, head, pressing, against, the, ceiling,]"
and had to stoop to save her neck from being broken. She hastily put,68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[and, had, to, stoop, to, save, her, neck, from, being, broken., she, hastily, put]"
"down the bottle, saying to herself “That’s quite enough—I hope I shan’t",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[down, the, bottle,, saying, to, herself, “that’s, quite, enough—i, hope, i, shan’t]"
"grow any more—As it is, I can’t get out at the door—I do wish I hadn’t",70,16,"[70.0,16.0]","[0.9294415341483986,1.4023978677330722]","[grow, any, more—as, it, is,, i, can’t, get, out, at, the, door—i, do, wish, i, hadn’t]"
drunk quite so much!”,21,4,"[21.0,4.0]","[-0.7337701072233961,-0.781249555642085]","[drunk, quite, so, much!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Alas! it was too late to wish that! She went on growing, and growing,",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[alas!, it, was, too, late, to, wish, that!, she, went, on, growing,, and, growing,]"
and very soon had to kneel down on the floor: in another minute there,69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[and, very, soon, had, to, kneel, down, on, the, floor:, in, another, minute, there]"
"was not even room for this, and she tried the effect of lying down with",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[was, not, even, room, for, this,, and, she, tried, the, effect, of, lying, down, with]"
"one elbow against the door, and the other arm curled round her head.",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[one, elbow, against, the, door,, and, the, other, arm, curled, round, her, head.]"
"Still she went on growing, and, as a last resource, she put one arm out",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[still, she, went, on, growing,, and,, as, a, last, resource,, she, put, one, arm, out]"
"of the window, and one foot up the chimney, and said to herself “Now I",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[of, the, window,, and, one, foot, up, the, chimney,, and, said, to, herself, “now, i]"
